Pokemon,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,Move 1,Move 2,Move 3,Size,Weight,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Passive 1,Passive 2,Passive 3,Passive 4,Passive 5,Passive 6,Passive 7,Proficiency 1,Proficiency 2,Proficiency 3,Proficiency 4,Proficiency 5,Proficiency 6,Proficiency 7,Proficiency 8,EggGroup1,EggGroup2,Egg Hatch Rate,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Habitat 5,Diet,Rarity,Base Form,Special Form Type,Gigantamax Move,Evolves From,Legendary HP,Move 4,Move 5,Move 6,Legendary Move 1,Legendary Move 2,Legendary Move 3,Legendary Move 4,Legenadary Passive 1,Legenadary Passive 2,Legenadary Passive 3,Legendary Feature 1,Legendary Feature 2
Mega Kangaskhan,66,13,10,6,10,10,Normal,,Comet Punch,Mega Punch,Crunch,Large,Heavy,None,,,,,,,Leer,Early Bird,Scrappy,Parental Bond,,,,Bruiser,Elemental Attacks,Fangs,Punches,,,,Circle Throw,Monster,-,10 Days,Badlands,Jungle,,,,Omnivore,Rare,Kangaskhan,Mega,,,,,,,,,,,,,,,
Kecleon,36,9,7,6,12,4,Normal,,Shadow Sneak,Feint Attack,Ancient Power,Medium,Medium,Climber,Stealth,,,,,,Tail Whip,Color Change,Protean,,,,,Dark,Ghost,Normal Block,,,,,Camouflage,Field,-,10 Days,Field,Forest,Jungle,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Komala,42,12,7,8,10,7,Normal,,Rollout,Yawn,Wood Hammer,Small,Medium,None,,,,,,,Defense Curl,Comatose,,,,,,Stampeding,,,,,,,Wood Hammer,Field,-,10 Days,Forest,,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Miltank,60,8,11,4,7,10,Normal,,Stomp,Rollout,Milk Drink,Medium,Heavy,Genetic Relation,,,,,,,Defense Curl,Sap Sipper,Scrappy,Thick Fat,,,,Elemental Attacks EI,Stampeding,,,,,,"Heal Bell, High Horsepower, Milk Drink",Field,-,10 Days,Grasslands,Plains,,,,Herbivore,Rare,,,,,,,,,,,,,,,,,
Tauros,48,10,10,4,7,11,Normal,,Horn Attack,Swagger,Thrash,Large,Heavy,Genetic Relation,,,,,,,Scary Face,Anger Point,Sheer Force,Intimidate,,,,Elemental attacks,Stampeding,,,,,,High Horsepower,Field,-,10 Days,Grasslands,Plains,,,,Herbivore,Rare,,,,,,,,,,,,,,,,,
Oranguru,54,6,8,9,11,6,Normal,Psychic,Confusion,Zen Headbutt,Psychic,Large,Heavy,Intelligence,Telekinetic,,,,,,Calm Mind,Nasty Plot,Inner Focus,Symbiosis,Telepathy,,,Psychic,Elemental Attacks E,Tricky,,,,,Instruct,Field,-,10 Days,Mountains,Jungle,,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Smeargle,36,2,4,2,5,8,Normal,,Sketch,Sketch,Sketch,Medium,Medium,None,,,,,,,Own Tempo,Technician,,,,,,No Moves from Any,,,,,,,Sketch,Field,-,10 Days,Forest,Urban,,,,Herbivore,Rare,,,,,,,,,,,,,,,,,
Spinda,36,6,6,6,6,6,Normal,,Feint Attack,Psybeam,Teeter Dance,Medium,Light,None,,,,,,,Own Tempo,,,,,,,Dark,Punches,,,,,,Teeter Dance,Field,Humanshape,7 Days,Field,Mountains,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Stantler,42,10,6,9,7,9,Normal,,Stomp,Jump Kick,Confuse Ray,Medium,Heavy,None,,,,,,,Calm Mind,Sap Sipper,Intimidate,,,,,Psychic,Elemental Attacks E,Kicks,,,,,,Field,-,10 Days,Forest,Mountains,Tundra,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Zangoose,42,12,6,6,6,9,Normal,,Crush Claw,Taunt,Close Combat,Medium,Medium,None,,,,,,,Hone Claws,Swords Dance,Immunity,Toxic Boost,,,,Dark,Blades/Claws,Elemental Attacks,,,,,,Field,-,10 Days,Grasslands,,,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Nidoran (Female),36,5,5,4,4,4,Poison,,Scratch,Double Kick,Poison Sting,Small,Light,None,,,,,,,Growl,Leer,Poison Point,,,,,Ground,Poison,Normal Block,,,,,"Poison Tail, Super Fang",Monster,Field,10 Days,Field,Savanna,,,,Herbivore,Common,,,,,,,,,,,,,,,,,
Nidorina,42,6,7,6,6,6,Poison,,Bite,Toxic Spikes,Flatter,Medium,Medium,None,,,,,,,Growl,Hustle,Leer,Poison Point,,,,Ground,Poison,Normal Block,,,,,"Poison Tail, Super Fang",Monster,Field,10 Days,Field,Savanna,,,,Herbivore,Common,,,,Nidoran (Female),,,,,,,,,,,,,
Nidoqueen,54,9,9,8,9,8,Poison,Ground,Body Slam,Earth Power,Superpower,Large,Medium,Groundshaper,,,,,,,Growl,Hustle,Leer,Poison Point,Sheer Force,,,Ground,Poison,Normal Block,Horned,Stampeding,,,"Poison Tail, Super Fang, Horn Drill",Monster,Field,10 Days,Field,Savanna,,,,Herbivore,Common,,,,Nidorina,,,,,,,,,,,,,
Nidoran (Male),30,6,4,4,4,5,Poison,,Peck,Double Kick,Poison Sting,Small,Light,None,,,,,,,Focus Energy,Leer,Poison Point,,,,,Ground,Poison,Normal Block,Horned,,,,"Poison Tail, Super Fang",Monster,Field,10 Days,Field,Savanna,,,,Herbivore,Common,,,,,,,,,,,,,,,,,
Nidorino,36,7,6,6,6,7,Poison,,Toxic Spikes,Poison Jab,Chip Away,Medium,Medium,None,,,,,,,Focus Energy,Hustle,Leer,Poison Point,,,,Ground,Poison,Normal Block,Horned,,,,"Poison Tail, Super Fang, Horn Drill",Monster,Field,10 Days,Field,Savanna,,,,Herbivore,Common,,,,Nidoran (Male),,,,,,,,,,,,,
Nidoking,48,10,8,9,8,9,Poison,Ground,Horn Drill,Earth Power,Megahorn,Large,Medium,Groundshaper,,,,,,,Focus Energy,Hustle,Leer,Poison Point,Sheer Force,,,Ground,Poison,Normal Block,Horned,Stampeding,,,"Poison Tail, Super Fang, Horn Drill",Monster,Field,10 Days,Field,Savanna,,,,Herbivore,Common,,,,Nidorino,,,,,,,,,,,,,
Zubat,24,5,4,3,4,6,Poison,Flying,Absorb,Supersonic,Bite,Small,Light,Flight,,,,,,,Inner Focus,,,,,,,Flying,Poison,Fangs,Winged,,,,,Flying,-,7 Days,Cave,,,,,Omnivore,Common,,,,,,,,,,,,,,,,,
Golbat,48,8,7,7,8,9,Poison,Flying,Wing Attack,Poison Fang,Mean Look,Medium,Medium,Flight,,,,,,,Infiltrator,Inner Focus,Screech,,,,,Flying,Poison,Fangs,Winged,,,,,Flying,-,7 Days,Cave,,,,,Omnivore,Common,,,,Zubat,,,,,,,,,,,,,
Crobat,54,9,8,7,8,13,Poison,Flying,Cross Poison,Confuse Ray,Acrobatics,Large,Heavy,Flight,,,,,,,Infiltrator,Inner Focus,Screech,,,,,Flying,Poison,Fangs,Winged,,,,,Flying,-,7 Days,Cave,,,,,Omnivore,Common,,,,Golbat,,,,,,,,,,,,,
Croagunk,30,6,4,6,4,5,Poison,Fighting,Poison Sting,Pursuit,Revenge,Medium,Medium,Climber,,,,,,,Dry Skin,,,,,,,Fighting,Poison,Tricky,,,,,"Bounce, Smelling Salt",Humanshape,-,7 Days,Marsh,Forest,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Toxicroak,48,11,7,9,7,9,Poison,Fighting,Swagger,Mud Bomb,Poison Jab,Medium,Medium,Climber,,,,,,,Nasty Plot,Dry Skin,Poison Touch,,,,,Fighting,Poison,Tricky,Blades/Claws,,,,"Bounce, Smelling Salt",Humanshape,-,7 Days,Marsh,Forest,,,,Omnivore,Uncommon,,,,Croagunk,,,,,,,,,,,,,
Ekans,24,6,4,4,5,6,Poison,,Wrap,Poison Sting,Bite,Medium,Light,Stealth,Tracker,,,,,,Leer,Shed Skin,,,,,,Poison,Fangs,Glutton,,,,,"Bind, Glare, Poison Tail, Wrap",Field,Dragon,7 Days,Plains,Savanna,,,,Carnivore,Common,,,,,,,,,,,,,,,,,
Arbok,36,10,7,7,8,8,Poison,,Crunch,Glare,Acid Spray,Large,Medium,Stealth,Swimmer,Tracker,,,,,Coil,Intimidate,Shed Skin,Unnerve,,,,Poison,Fangs,Glutton,Stampeding,,,,"Bind, Glare, Poison Tail, Wrap",Field,Dragon,7 Days,Plains,Savanna,,,,Carnivore,Common,,,,Ekans,,,,,,,,,,,,,
Grimer,48,8,5,4,5,3,Poison,,Mud-Slap,Sludge,Disable,Large,Medium,Amorphous,Repulsive,,,,,,Acid Armor,Screech,Stench,,,,,Ground,Poison,Elemental Attacks EF,,,,,"Minimize, Sludge",Amorphous,-,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,,,,,,,,,,,,,,,
Muk,66,11,8,7,10,5,Poison,,Venom Drench,Mud Bomb,Sludge Wave,Medium,Medium,Amorphous,Repulsive,,,,,,Acid Armor,Screech,Poison Touch,Stench,,,,Ground,Poison,Elemental Attacks EF,,,,,"Minimize, Sludge",Amorphous,-,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,,Grimer,,,,,,,,,,,,,
Grimer (Oil Polluted),48,8,5,4,5,3,Poison,Dark,Bite,Acid Spray,Disable,Medium,Medium,Amorphous,,,,,,,Acid Armor,Screech,Poison Touch,,,,,Dark,Poison,Rock,Elemental Attacks F,,,,Minimize,Amorphous,-,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,,,,,,,,,,,,,,,
Muk (Oil Polluted),66,11,8,7,10,5,Poison,Dark,Venom Drench,Poison Fang,Crunch,Large,Medium,Amorphous,,,,,,,Acid Armor,Screech,Poison Touch,Power of Alchemy,,,,Dark,Poison,Rock,Elemental Attacks F,,,,Minimize,Amorphous,-,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,,Grimer (Oil Polluted),,,,,,,,,,,,,
Gulpin,42,4,5,4,5,4,Poison,,Pound,Yawn,Sludge Wave,Small,Medium,Inflatable,Repulsive,,,,,,Amnesia,Liquid Ooze,,,,,,Poison,Glutton,,,,,,Sludge,Amorphous,-,10 Days,Grasslands,,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Swalot,60,7,8,7,8,6,Poison,,Stockpile,Spit Up,Swallow,Large,Heavy,Inflatable,Repulsive,,,,,,Amnesia,Liquid Ooze,Sticky Hold,,,,,Poison,Glutton,Stampeding,,,,,Sludge,Amorphous,-,10 Days,Grasslands,,,,,Omnivore,Uncommon,,,,Gulpin,,,,,,,,,,,,,
Mareanie,30,5,6,4,5,5,Poison,Water,Poison Sting,Bite,Toxic Spikes,Small,Light,Flopper,Gilled,Swimmer,Fountain,,,,Limber,,,,,,,Ice,Poison,Water,Prickly,,,,Recover,Water 1,-,10 Days,Beach,Ocean Floors,Ocean Reefs,,,Carnivore,Uncommon,,,,,,,,,,,,,,,,,
Toxapex,30,6,15,5,14,4,Poison,Water,Baneful Bunker,Pin Missile,Liquidation,Medium,Medium,Flopper,Gilled,Swimmer,Fountain,,,,Limber,Merciless,Regenerator,,,,,Ice,Poison,Water,Prickly,,,,"Recover, Baneful Bunker",Water 1,-,10 Days,Beach,Ocean Floors,Ocean Reefs,,,Carnivore,Uncommon,,,,Mareanie,,,,,,,,,,,,,
Salandit,30,4,4,7,4,8,Poison,Fire,Ember,Smog,Double Slap,Small,Light,Firestarter,,,,,,,Corrosion,,,,,,,Fire,Poison,Draconian,Tricky,,,,,Dragon,Monster,10 Days,Badlands,Volcanoes,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Salazzle,42,6,6,11,6,12,Poison,Fire,Venoshock,Flamethrower,Dragon Pulse,Medium,Medium,Firestarter,Alluring,,,,,,Nasty Plot,Corrosion,Oblivious,,,,,Fire,Poison,Draconian,Tricky,,,,Fire Lash,Dragon,Monster,10 Days,Badlands,Volcanoes,,,,Omnivore,Uncommon,,,,Salandit,,,,,,,,,,,,,
Skorupi,24,5,9,3,6,7,Poison,Bug,Bite,Poison Sting,Pin Missile,Small,Light,None,,,,,,,Leer,Battle Armor,,,,,,Bug,Poison,Fangs,,,,,Poison Tail,Bug,Water 3,10 Days,Desert,Marsh,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Drapion,42,9,11,6,8,10,Poison,Dark,Crunch,Fell Stinger,Cross Poison,Large,Medium,Strength,,,,,,,Hone Claws,Leer,Battle Armor,Keen Eye,Sniper,,,Bug,Poison,Fangs,Dark,Stampeding,,,Poison Tail,Bug,Water 3,10 Days,Desert,Marsh,,,,Omnivore,Uncommon,,,,Skorupi,,,,,,,,,,,,,
Skrelp,30,6,6,6,6,3,Poison,Water,Bubble,Acid Spray,Poison Tail,Small,Light,Flopper,Gilled,Swimmer,,,,,Tail Whip,Poison Point,,,,,,Poison,Water,Piscian,,,,,"Camouflage, Poison Tail",Water 1,Dragon,10 Days,Ocean Abyss,Ocean,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Dragalge,42,8,9,10,12,4,Poison,Dragon,Twister,Water Pulse,Sludge Bomb,Large,Heavy,Flopper,Gilled,Swimmer,Fountain,,,,Tail Whip,Adaptability,Poison Point,Poison Touch,,,,Poison,Water,Piscian,Dragon,,,,"Camouflage, Poison Tail",Water 1,Dragon,10 Days,Ocean Abyss,Ocean,,,,Omnivore,Uncommon,,,,Skrelp,,,,,,,,,,,,,
Stunky,36,6,5,4,4,7,Poison,Dark,Fury Swipes,Smoke Screen,Acid Spray,Small,Medium,Repulsive,,,,,,,Focus Energy,Screech,Stench,,,,,Dark,Fire,Poison,,,,,,Field,-,10 Days,Forest,Woodlands,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Skuntank,60,9,7,7,6,8,Poison,Dark,Flamethrower,Night Slash,Venom Drench,Medium,Medium,Repulsive,,,,,,,Focus Energy,Screech,Aftermath,Keen Eye,Stench,,,Dark,Fire,Poison,,,,,,Field,-,10 Days,Forest,Woodlands,,,,Herbivore,Uncommon,,,,Stunky,,,,,,,,,,,,,
Trubbish,30,5,6,4,6,7,Poison,,Poison Gas,Pound,Acid Spray,Medium,Medium,Repulsive,,,,,,,Stench,,,,,,,Poison,Elemental Attacks E,Glutton,,,,,"Explosion, Self-Destruct, Sludge",Mineral,-,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,,,,,,,,,,,,,,,
Garbodor,48,10,8,6,8,8,Poison,,Body Slam,Sludge Bomb,Toxic,Large,Heavy,Repulsive,,,,,,,Amnesia,Aftermath,Stench,Weak Armor,,,,Poison,Elemental Attacks E,Stampeding,Glutton,,,,"Explosion, Self-Destruct, Sludge",Mineral,-,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,G-Max Malodor,Trubbish,,,,,,,,,,,,,
Gigantamax Garbodor,240,10,8,6,8,8,Poison,,Body Slam,Sludge Bomb,Toxic,Large (Dynamic),Heavy (Dynamic),Repulsive,,,,,,,Amnesia,Aftermath,Stench,Weak Armor,,,,Poison,Elemental Attacks E,Stampeding,,,,,"Explosion, Self-Destruct, Sludge",Mineral,-,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,Garbodor,Gigantamax,G-Max Malodor,Trubbish,,,,,,,,,,,,,
Koffing,24,7,10,6,5,4,Poison,,Poison Gas,Smoke Screen,Assurance,Medium,Featherweight,Flight,Repulsive,,,,,,Levitate,,,,,,,Fire,Poison,,,,,,"Explosion, Self-Destruct, Sludge",Amorphous,-,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,,,,,,,,,,,,,,,
Weezing,42,9,12,9,7,6,Poison,,Gyro Ball,Sludge Bomb,Self-Destruct,Medium,Light,Flight,Repulsive,,,,,,Levitate,Neutralizing Gas,Stench,,,,,Fire,Poison,Dark,,,,,"Explosion, Self-Destruct, Sludge",Amorphous,-,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,,Koffing,,,,,,,,,,,,,
Weezing (Heavy Pollution),42,9,12,9,7,6,Poison,Fairy,Strange Steam,Double Hit,Misty Terrain,Medium,Light,Flight,Repulsive,,,,,,Levitate,Neutralizing Gas,Misty Surge,,,,,Fire,Poison,Fairy,,,,,"Explosion, Self-Destruct, Sludge, Misty Explosion, Strange Steam",Amorphous,-,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,,Koffing,,,,,,,,,,,,,
Seviper,42,10,6,10,6,7,Poison,,Swagger,Poison Fang,Night Slash,Large,Medium,Stealth,Swimmer,Tracker,,,,,Coil,Swords Dance,Infiltrator,Shed Skin,,,,Poison,Blades/Claws,Fangs,Glutton,,,,"Glare, Poison Tail, Wrap",Field,Dragon,10 Days,Grasslands,,,,,Carnivore,Rare,,,,,,,,,,,,,,,,,
Abra,18,2,2,11,6,9,Psychic,,Splash,Scratch,Teleport,Small,Medium,Telekinetic,Telepath,Hover,,,,,Synchronize,,,,,,,Psychic,Energy Blast,Pulse,,,,,"Miracle Eye, Recover",Humanshape,-,10 Days,Urban,Ruins,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Kadabra,24,4,3,12,7,11,Psychic,,Confusion,Disable,Reflect,Medium,Medium,Telekinetic,Telepath,,,,,,Inner Focus,Synchronize,Calm Mind,,,,,Psychic,Energy Blast,Pulse,,,,,"Miracle Eye, Recover, Kinesis",Humanshape,-,10 Days,Urban,Ruins,,,,Omnivore,Uncommon,,,,Abra,,,,,,,,,,,,,
Alakazam,36,5,5,14,10,12,Psychic,,Recover,Psychic,Future Sight,Medium,Medium,Intelligence,Telekinetic,Telepath,,,,,Inner Focus,Magic Guard,Synchronize,Calm Mind,,,,Psychic,Energy Blast,Pulse,,,,,"Miracle Eye, Recover, Kinesis",Humanshape,-,10 Days,Urban,Ruins,,,,Omnivore,Uncommon,,,,Kadabra,,,,,,,,,,,,,
Mega Alakazam,36,5,7,18,11,15,Psychic,,Recover,Psychic,Future Sight,Medium,Medium,Intelligence,Telekinetic,Telepath,,,,,Inner Focus,Magic Guard,Synchronize,Calm Mind,Trace,,,Psychic,Energy Blast,Pulse,,,,,"Miracle Eye, Recover, Kinesis",Humanshape,-,10 Days,Urban,Ruins,,,,Omnivore,Uncommon,Alakazam,Mega,,Kadabra,,,,,,,,,,,,,
Gothita,30,3,5,6,7,5,Psychic,,Pound,Confusion,Double Slap,Small,Light,Telekinetic,,,,,,,Fake Tears,Tickle,Competitive,,,,,Electric,Psychic,Tricky,Weird,,,,Shadow Tag,Humanshape,-,10 Days,Urban Abandoned,Urban,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Gothorita,36,5,7,8,9,6,Psychic,,Psybeam,Shadow Tag,Feint Attack,Small,Medium,Telekinetic,,,,,,,Fake Tears,Tickle,Competitive,,,,,Electric,Psychic,Tricky,Weird,,,,Shadow Tag,Humanshape,-,10 Days,Urban Abandoned,Urban,,,,Omnivore,Uncommon,,,,Gothita,,,,,,,,,,,,,
Gothitelle,42,6,10,10,11,7,Psychic,,Flatter,Heal Block,Psychic,Medium,Medium,Telekinetic,,,,,,,Fake Tears,Tickle,Competitive,,,,,Electric,Psychic,Tricky,Weird,,,,Shadow Tag,Humanshape,-,10 Days,Urban Abandoned,Urban,,,,Omnivore,Uncommon,,,,Gothorita,,,,,,,,,,,,,
Hatenna,24,3,5,6,5,4,Psychic,,Confusion,Disarming Voice,Life Dew,Small,Light,Telekinetic,,,,,,,Play Nice,Healer,,,,,,Fairy,Psychic,Spellcraft,Weird,Healer,,,,Fairy,-,10 Days,Woodlands,,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Hattrem,36,4,7,9,7,5,Psychic,,Aromatherapy,Psybeam,Heal Pulse,Small,Light,Telekinetic,,,,,,,Play Nice,Healer,Magic Bounce,,,,,Fairy,Psychic,Spellcraft,Weird,Healer,,,,Fairy,-,10 Days,Woodlands,,,,,Omnivore,Uncommon,,,,Hatenna,,,,,,,,,,,,,
Hatterene,36,9,10,14,10,3,Psychic,Fairy,Magic Powder,Psycho Cut,Psychic,Medium,Light,Telekinetic,,,,,,,Calm Mind,Play Nice,Healer,Magic Bounce,,,,Fairy,Psychic,Spellcraft,Weird,Healer,,,Magic Powder,Fairy,-,10 Days,Woodlands,,,,,Omnivore,Uncommon,,,G-Max Smite,Hattrem,,,,,,,,,,,,,
Gigantamax Hatterene,180,9,10,14,10,3,Psychic,Fairy,Magic Powder,Psycho Cut,Psychic,Large (Dynamic),Heavy (Dynamic),Telekinetic,,,,,,,Calm Mind,Play Nice,Healer,Magic Bounce,,,,Fairy,Psychic,Spellcraft,Weird,Healer,,,Magic Powder,Fairy,-,10 Days,Woodlands,,,,,Omnivore,Uncommon,Hatterene,Gigantamax,G-Max Smite,Hattrem,,,,,,,,,,,,,
Solosis,30,3,4,11,5,2,Psychic,,Rollout,Light Screen,Confusion,Small,Featherweight,Telekinetic,Hover,,,,,,Overcoat,,,,,,,Psychic,Munition,,,,,,Recover,Amorphous,-,10 Days,Urban Abandoned,Urban,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Duosion,42,4,5,13,6,3,Psychic,,Reflect,Psyshock,Pain Split,Small,Light,Telekinetic,Hover,,,,,,Charm,Magic Guard,,,,,,Psychic,Munition,,,,,,Recover,Amorphous,-,10 Days,Urban Abandoned,Urban,,,,Omnivore,Uncommon,,,,Solosis,,,,,,,,,,,,,
Reuniclus,66,7,8,13,9,3,Psychic,,Dizzy Punch,Recover,Psychic,Medium,Medium,Telekinetic,Hover,,,,,,Charm,Magic Guard,Regenerator,,,,,Psychic,Munition,Punches,,,,,Recover,Amorphous,-,10 Days,Urban Abandoned,Urban,,,,Omnivore,Uncommon,,,,Duosion,,,,,,,,,,,,,
Mime Jr.,12,3,5,7,9,6,Psychic,Fairy,Confusion,Double Slap,Encore,Small,Medium,Telekinetic,,,,,,,Meditate,Soundproof,,,,,,Psychic,Weird,,,,,,"Mind Reader, Teeter Dance",Humanshape,-,13 Days,Mountains,Urban,,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Mr. Mime,24,5,7,10,12,9,Psychic,Fairy,Light Screen,Reflect,Psybeam,Medium,Medium,Telekinetic,,,,,,,Barrier,Meditate,Filter,Soundproof,Technician,,,Psychic,Weird,Fairy,,,,,"Mind Reader, Teeter Dance",Humanshape,-,13 Days,Mountains,Urban,,,,Omnivore,Rare,,,,Mime Jr.,,,,,,,,,,,,,
Mr. Mime (Icy Mountain),30,7,7,9,9,10,Ice,Psychic,Icy Wind,Confusion,Double Kick,Medium,Medium,Freezer,Telekinetic,,,,,,Screen Cleaner,Vital Spirit,,,,,,Psychic,Weird,Ice,,,,,"Mind Reader, Teeter Dance",Humanshape,-,13 Days,Mountains,Urban,,,,Omnivore,Rare,,,,Mime Jr.,,,,,,,,,,,,,
Mr. Rime,48,9,8,11,10,7,Ice,Psychic,Freeze-Dry,Sucker Punch,Psychic,Medium,Medium,Freezer,Telekinetic,,,,,,Ice Body,Screen Cleaner,Vital Spirit,,,,,Psychic,Weird,Ice,,,,,"Mind Reader, Slack Off, Teeter Dance",Humanshape,-,13 Days,Mountains,Urban,,,,Omnivore,Rare,,,,Mr. Mime (Icy Mountain),,,,,,,,,,,,,
Ralts,18,3,3,5,4,4,Psychic,Fairy,Confusion,Teleport,Magical Leaf,Small,Light,Telekinetic,,,,,,,Growl,Synchronize,,,,,,Psychic,,,,,,,,Amorphous,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Kirlia,24,4,4,7,6,5,Psychic,Fairy,Heal Pulse,Draining Kiss,Hypnosis,Small,Medium,Telekinetic,,,,,,,Growl,Synchronize,,,,,,Psychic,,,,,,,,Amorphous,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,Ralts,,,,,,,,,,,,,
Gardevoir,42,7,7,13,12,8,Psychic,Fairy,Wish,Psychic,Moonblast,Medium,Medium,Flight,Telekinetic,Telepath,,,,,Growl,Synchronize,Telepathy,,,,,Psychic,Fairy,Energy Blast,,,,,,Amorphous,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,Kirlia,,,,,,,,,,,,,
Mega Gardevoir,42,9,7,17,14,10,Psychic,Fairy,Wish,Psychic,Moonblast,Medium,Medium,Flight,Telekinetic,Telepath,,,,,Growl,Synchronize,Telepathy,Pixilate,,,,Psychic,Fairy,Energy Blast,,,,,,Amorphous,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,Gardevoir,Mega,,Kirlia,,,,,,,,,,,,,
Gallade,42,13,7,7,12,8,Psychic,Fighting,Slash,Psycho Cut,Close Combat,Medium,Medium,Telekinetic,Telepath,,,,,,Growl,Justified,Steadfast,,,,,Psychic,Fighting,Blades/Claws,,,,,,Amorphous,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,Kirlia,,,,,,,,,,,,,
Mega Gallade,42,17,10,7,12,11,Psychic,Fighting,Slash,Psycho Cut,Close Combat,Medium,Medium,Telekinetic,Telepath,,,,,,Growl,Justified,Steadfast,Centered Focus,,,,Psychic,Fighting,Blades/Claws,,,,,,Amorphous,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,Gallade,Mega,,Kirlia,,,,,,,,,,,,,
Chingling,30,3,5,7,5,5,Psychic,,Wrap,Astonish,Confusion,Tiny,Featherweight,Telekinetic,Hover,,,,,,Growl,Levitate,,,,,,Psychic,Sound,,,,,,Wrap,Amorphous,-,13 Days,Grasslands,Mountains,Urban Burial,,,Herbivore,Rare,,,,,,,,,,,,,,,,,
Chimecho,48,5,8,10,9,7,Psychic,,Extrasensory,Heal Bell,Healing Wish,Small,Featherweight,Flight,Telekinetic,,,,,,Growl,Levitate,,,,,,Psychic,Healer,Sound,,,,,"Heal Bell, Crafty Shield",Amorphous,-,13 Days,Grasslands,Mountains,Urban Burial,,,Herbivore,Rare,,,,Chingling,,,,,,,,,,,,,
Drowzee,36,5,5,4,9,4,Psychic,,Hypnosis,Pound,Confusion,Medium,Medium,Mind Lock,Telekinetic,,,,,,Insomnia,,,,,,,Psychic,Hexwork,Weird,,,,,,Humanshape,-,10 Days,Forest,Grasslands,Jungle,Savanna,,Herbivore / Psiovore,Uncommon,,,,,,,,,,,,,,,,,
Hypno,54,7,7,7,12,7,Psychic,,Headbutt,Disable,Zen Headbutt,Medium,Heavy,Mind Lock,Telekinetic,,,,,,Inner Focus,Insomnia,,,,,,Psychic,Hexwork,Weird,,,,,,Humanshape,-,10 Days,Forest,Grasslands,Jungle,Savanna,,Herbivore / Psiovore,Uncommon,,,,Drowzee,,,,,,,,,,,,,
Elgyem,36,6,6,9,6,3,Psychic,,Confusion,Heal Block,Headbutt,Small,Light,Flight,Telekinetic,,,,,,Telepathy,,,,,,,Psychic,Energy Blast,Weird,,,,,"Miracle Eye, Recover",Humanshape,-,10 Days,Desert,Ruins,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Beheeyem,48,8,8,13,10,4,Psychic,,Psychic,Recover,Wonder Room,Medium,Medium,Flight,Telekinetic,Telepath,,,,,Calm Mind,Analytic,Synchronize,Telepathy,,,,Psychic,Energy Blast,Weird,,,,,"Miracle Eye, Recover, Tri-Attack",Humanshape,-,10 Days,Desert,Ruins,,,,Herbivore,Uncommon,,,,Elgyem,,,,,,,,,,,,,
Munna,48,3,5,7,6,2,Psychic,,Psybeam,Lucky Chant,Yawn,Small,Medium,Hover,,,,,,,Defense Curl,Synchronize,,,,,,Psychic,Energy Blast,,,,,,Moonlight,Field,-,10 Days,Urban Abandoned,Urban,,,,Herbivore / Psiovore,Uncommon,,,,,,,,,,,,,,,,,
